Id,Label,Modularity Class
239853205404,,353
18241697139,,353
114002045217,,353
177183636301,,353
51336277683,,353
130535293624633,,353
100125681050,,15
363167887135403,,15
241436559302913,,15
193165957364125,,15
255026334656864,,15
284913521544280,,15
110183013249,,15
162563033758713,,15
22339908994,,15
211179578915619,,383
222080271148964,,15
287754963369,,15
73789789853,,15
22898109808,,15
135071365389,,15
45613201694,,383
78696940624,,15
8492293163,,15
48275783816,,15
314323585976,,15
6204742571,,15
367626550943,,15
29085258875,,15
39637302228,,15
97052155028,,383
341621082551822,,277
290932934300645,,277
164167456983079,,277
163101297088761,,277
108598002505636,,277
190401261081694,,277
189785044449881,,277
134727173236600,,277
208124129211609,,277
157166384553,,277
101441906563601,,277
233712150682,,277
121467901283599,,611
315569728552615,,611
152429264776867,,611
136364216433575,,611
110397212890,,611
120483741367643,,611
169471086429326,,611
107720425924728,,611
51457362877,,611
108900519159785,,611
95407379904,,611
146880518904,,611
62330592135,,611
44221602270,,611
33319219987,,611
99803038827,,62
28389691598,,62
213806161967903,,62
92716609514,,62
133032740064803,,62
13107809203,,62
72428054481,,16
158498753170,,495
160408477307075,,495
248590361920412,,62
542038572479677,,62
244172605620398,,553
211735688920250,,62
103077993111475,,62
97537990981,,62
144453055609367,,62
32116214274,,62
122907544421558,,62
145316812172859,,62
110964078942390,,62
183010498400140,,62
149248020757,,62
129820983708027,,62
58822670679,,62
121939491150574,,62
53879825637,,62
101895576546443,,62
330626596948815,,62
108228067710,,62
168407595355,,62
140877979844,,62
143669659002741,,62
134652126565889,,62
197168574737,,62
253118344285,,62
109776075715509,,62
79636306414,,710
112346868785431,,710
53575622303,,710
139112596126949,,710
9840307932,,710
119142621477172,,424
175479325828752,,424
277479785028,,424
527535604005951,,353
6586813882,,353
462502133861388,,353
228749830627755,,353
178668365490449,,353
235543979945303,,353
381055935016,,353
579723678773802,,353
150162385112867,,353
246666602104557,,353
588159451196524,,353
573634636018521,,353
186689871381424,,353
211576262210333,,424
32868705377,,424
291394217627646,,424
155169904567603,,424
113974212019428,,424
191172677580561,,424
145728392222021,,424
26785498511,,424
6160714756,,424
216774920061,,424
112367335445907,,424
234217473364457,,142
130801576949640,,142
190161627699646,,142
104035656300779,,142
161843387191377,,142
284891791563878,,142
97782137290,,142
32262739762,,142
167043480008654,,142
273837909312564,,142
20635203020,,142
178950822117132,,142
144263975591874,,142
533499883326851,,608
160904257356374,,608
137733692921842,,608
219577924725432,,608
194631320569993,,608
83046179352,,608
192073837619,,608
199464406192,,608
160113754067893,,608
167035096547,,608
93486499705,,608
363363098423,,608
139635552730472,,608
210957278924686,,608
146374822046228,,608
199966930013400,,608
234348765253,,608
112663072080241,,608
107499762606270,,608
184403113511,,608
15471648666,,608
108118279217036,,608
89836978716,,608
122800462132,,608
115613451785917,,608
55772780793,,608
108709665826451,,608
100927206616379,,608
201594073189,,608
129376877082,,608
87838908822,,608
104621969580661,,608
25277078073,,608
168938987916,,608
109925955705819,,608
122866705649,,608
103784772993059,,608
105696626137430,,608
110886612268432,,608
118732802467,,608
164044345663,,608
105286382843521,,608
134381999938137,,608
244219400262,,608
106695242731989,,608
37172697238,,608
160248164949,,608
115313541818011,,608
34153815856,,608
109625419056298,,608
75144582079,,608
132732901920,,608
217724999876,,608
72999197850,,608
154804181229789,,608
115917557345,,608
88653736547,,608
126961277324512,,608
197917757080,,608
122041987679,,608
138558591578,,608
145193630740,,608
134572609342,,608
104956337448,,608
111602468859059,,608
106144432749680,,608
114681198819,,608
114258049070,,608
31431154401,,608
104146862956044,,608
18652238242,,608
58686894176,,608
107984342562485,,608
89121238410,,608
162865880399907,,608
167809876563031,,608
114861858525008,,608
21404659131,,608
123895144298789,,608
93910829211,,608
49984953913,,608
132471153679,,608
22256451289,,608
18299072731,,608
115057459625,,608
124853922570,,608
91799393404,,608
112121166520,,608
55939001704,,608
111315052217343,,608
56405988970,,608
464269040345,,581
355103090594,,581
225359390918556,,581
111190625583236,,581
344972900294,,581
275357838222,,581
114621535215609,,20
14043570633,,20
87242111187,,62
129480070417400,,62
183551204272,,62
24077002833,,62
32384907177,,62
64655903184,,62
29158237423,,62
35590531315,,62
154181917980275,,565
1412992492276650,,565
118372868235776,,565
105989052769685,,565
140127003194,,565
133231890662,,565
72929588887,,565
140859045441,,565
201878321017,,565
108104639230878,,142
479113978889971,,142
245006432354338,,142
113576001645,,142
43200142402,,142
507557939294981,,142
50461915449,,142
51528846207,,402
500696769974816,,142
865626523464287,,142
174298352705062,,142
117715231590267,,142
144340272300367,,142
223265521053155,,142
388252671214306,,142
493428664100691,,142
252086694845047,,142
112524928603,,142
274087152618566,,142
152114151483583,,142
294057899605,,142
182117358545627,,142
117297391622352,,142
112472812115780,,142
111355438835,,142
145808558843667,,142
103815963046143,,142
310674192370342,,142
185150111600153,,142
117478098270052,,142
169304573194606,,142
246222848729071,,142
193548537311,,142
309738475783903,,142
192695744102218,,142
534195309929243,,142
291267314296766,,142
164692476901973,,142
359557380727788,,402
117641858261555,,142
150673471660679,,142
144974212202960,,183
159247157482336,,142
130044467097423,,142
338149456198308,,142
509089255815277,,142
182322238533718,,142
200038243349595,,142
105578022808246,,142
133690836852,,21
280047645985,,21
73353113116,,21
137442552980991,,21
194387337250391,,21
54573742806,,21
160276307171,,21
54427403978,,21
351100975097,,21
120162500823,,21
160358217312255,,424
454325355292,,424
110885125642064,,424
122688361577,,424
127044606777,,424
288527347830,,435
105455906152415,,435
8612753841,,435
22330280832,,435
140408402666960,,435
291767130861178,,435
108208179200088,,435
209524172534915,,435
108271095860770,,435
114796205199839,,435
10262075277,,435
112781718735799,,435
46855269479,,435
105383459498489,,435
7939962940,,435
12187634263,,435
169503872630,,435
47822269847,,435
7639178710,,435
52614102360,,435
257911041368,,435
14594944054,,435
45438617929,,435
28796362552,,435
66738796301,,435
108113405875864,,435
124494800936475,,435
50708824098,,435
66840693544,,435
18006715191,,435
124441027607242,,435
112249832135166,,435
26018930702,,435
104655556635,,435
66246052535,,435
161185159116,,435
405019545239,,435
63673823203,,435
182793228220,,435
170097633234,,435
20460316308,,435
23979186762,,435
105279215328,,435
63695247896,,435
164830220338664,,425
319992611345367,,425
209007905787707,,425
160610857357460,,425
139924062718103,,425
275558952484648,,425
201593516524835,,425
143971945642178,,425
118108328233675,,425
237065182981973,,425
308405945884602,,425
166967820007927,,425
170458622983632,,425
93647368759,,425
92588673784,,425
30975687682,,425
10429446003,,425
131118216916388,,425
86652007798,,425
69725163490,,425
269674719761259,,29
105415179814,,29
240745246003024,,29
32235087901,,29
340197469351668,,402
117704608250128,,29
498130723605646,,29
117484851607705,,29
161950980518701,,29
318449204865417,,29
159480444080001,,29
193197660706570,,29
124530575634,,29
134967346593869,,29
163497464933,,29
120131298035461,,29
66660497800,,29
31543029394,,29
107525599276788,,29
102365936467678,,29
106567666046840,,29
47326583374,,29
92199963293,,29
108020809231390,,29
264972983556381,,29
105743282793414,,425
149475666523,,193
111686808857235,,29
210862711506,,29
16379756108,,29
262167847433,,29
183865225017,,29
10660965770,,29
149094235346,,29
90941420138,,29
94600042539,,29
212139846451,,29
28915909437,,29
74321927455,,29
50807813982,,29
336690152829,,29
141257325918467,,29
182550948441878,,29
260882085253,,29
60771327316,,29
84437813405,,29
121469031230556,,29
10150153040210368,,29
101433423229583,,29
299218442043,,29
103778386326948,,29
163773636983708,,29
12293959981,,29
95290456255,,29
35216196085,,29
98674907717,,29
41732577816,,29
36840511930,,29
75896151570,,29
223781111529,,29
103863686324289,,29
147345851970385,,29
64312211318,,29
36484447069,,29
130783192981,,29
99441394259,,29
393718831382,,29
111789902171518,,29
23826117959,,29
49203940688,,29
107542739274852,,29
104156536288821,,29
74467358639,,29
110165288744,,29
111935705488622,,29
221013509347,,29
53354573275,,29
112232338792599,,29
161808170506283,,29
111899715481,,29
269940823598,,29
119223211119,,29
44964919559,,29
347166070444,,29
204847128458,,29
301503446973,,29
137854432908329,,29
17669251482,,29
119675484716286,,29
99317374781,,29
130624001610,,29
124177437604557,,29
202528641356,,29
19397272468,,29
277576618608,,353
128787407135413,,353
125739444232224,,297
623759144319585,,352
288165147912387,,352
287019138049601,,352
612792938787435,,352
377142930740,,352
118996188157937,,352
346476814242,,352
406195512785497,,352
237622433891,,352
140137486091284,,352
108170392534901,,23
112820675414030,,23
206382076067197,,193
86136365831,,193
19082328833,,193
82372041043,,353
95758979301,,193
167586229923327,,193
206953592558,,193
105089359522520,,193
102299273142400,,352
58264498706,,193
122726917799559,,193
11477613346,,193
213345512017057,,193
15041226930,,193
21455818797,,193
217354193111,,193
158636987507956,,193
203595496347073,,193
22616251873,,183
66548755299,,486
28312410177,,193
92605369004,,193
68347099337,,193
65646572251,,193
7373504254,,193
256085465261,,193
109757439278,,193
103551633078066,,193
70086073488,,193
240386072639889,,193
13885075114,,193
151436168229480,,193
111601119237,,193
55826028289,,193
112935842097101,,592
184550558226986,,592
323591267672611,,592
290956747590725,,592
110383149090222,,592
322745561069298,,592
111104818955122,,592
112449978793452,,592
211548465563717,,592
320306484658449,,592
6493216343,,592
315550548484903,,592
177888818594,,383
264828023215,,592
64156657210,,592
21895626989,,592
125207147500050,,592
131106003591680,,592
105653492801134,,592
104641112909054,,592
112258358786555,,592
147686225263974,,592
144744425538544,,592
57692523195,,592
48909068916,,592
222665127762380,,592
30374814371,,592
266456782227,,592
119752348984,,592
76607504126,,592
176921875692913,,592
132418690130175,,592
194161493982456,,592
218679824112,,592
163305384011,,592
10650433053,,592
208958769127905,,592
106380429404953,,592
112159322128812,,592
181072211916307,,592
7763694268,,592
