Id,Label,Modularity Class,In-Degree,Out-Degree,Degree,Weighted Degree,Weighted In-Degree,Weighted Out-Degree,Eigenvector Centrality
154720817899800,,424,0,1,1,1.0,0.0,1.0,0.0
175543219154850,,424,0,1,1,1.0,0.0,1.0,0.0
115619181875366,,424,0,1,1,1.0,0.0,1.0,0.0
112036738822562,,424,0,1,1,1.0,0.0,1.0,0.0
375179439170417,,70,0,1,1,2.0,0.0,2.0,0.0
237151022985258,,70,0,1,1,2.0,0.0,2.0,0.0
94563137412,,70,0,1,1,2.0,0.0,2.0,0.0
142459335768766,,70,0,1,1,2.0,0.0,2.0,0.0
79647422842,,425,0,1,1,1.0,0.0,1.0,0.0
111034218919589,,425,0,1,1,1.0,0.0,1.0,0.0
133173945836,,352,0,1,1,1.0,0.0,1.0,0.0
111935488821794,,352,0,1,1,1.0,0.0,1.0,0.0
76381203210,,352,0,1,1,1.0,0.0,1.0,0.0
177170963650,,352,0,2,2,2.0,0.0,2.0,0.0
18325080777,,352,0,1,1,1.0,0.0,1.0,0.0
21268604974,,352,0,1,1,1.0,0.0,1.0,0.0
110762143855,,352,0,1,1,1.0,0.0,1.0,0.0
222890830413,,352,0,1,1,1.0,0.0,1.0,0.0
12292380420,,352,0,2,2,2.0,0.0,2.0,0.0
476562755793012,,30,0,1,1,2.0,0.0,2.0,0.0
184718360939,,30,0,1,1,2.0,0.0,2.0,0.0
89033370735,,30,0,2,2,4.0,0.0,4.0,0.0
106843036179,,30,0,1,1,2.0,0.0,2.0,0.0
18938064984,,156,0,12,12,14.0,0.0,14.0,0.0
209123339112078,,30,0,2,2,4.0,0.0,4.0,0.0
120945717945722,,30,0,3,3,6.0,0.0,6.0,0.0
58505023811,,710,0,3,3,5.0,0.0,5.0,0.0
202663812353,,30,0,3,3,4.0,0.0,4.0,0.0
32738554656,,30,0,1,1,2.0,0.0,2.0,0.0
152742657361,,425,0,3,3,5.0,0.0,5.0,0.0
153924901307555,,30,0,1,1,2.0,0.0,2.0,0.0
207901812670026,,30,0,2,2,3.0,0.0,3.0,0.0
156032491105469,,30,0,1,1,2.0,0.0,2.0,0.0
105269730781,,30,0,1,1,2.0,0.0,2.0,0.0
8383249175,,30,0,1,1,2.0,0.0,2.0,0.0
71732171142,,633,0,2,2,3.0,0.0,3.0,0.0
54158361578,,30,0,3,3,5.0,0.0,5.0,0.0
191631820880207,,30,0,1,1,2.0,0.0,2.0,0.0
40137210582,,30,0,2,2,3.0,0.0,3.0,0.0
297034290395902,,30,0,1,1,2.0,0.0,2.0,0.0
115975555089521,,277,0,2,2,3.0,0.0,3.0,0.0
105647525594,,30,0,1,1,2.0,0.0,2.0,0.0
179213043533,,30,0,1,1,2.0,0.0,2.0,0.0
5518834980,,425,0,4,4,6.0,0.0,6.0,0.0
181746161847251,,30,0,1,1,2.0,0.0,2.0,0.0
405118032926037,,30,0,1,1,2.0,0.0,2.0,0.0
376209892862,,30,0,1,1,2.0,0.0,2.0,0.0
203975576014,,30,0,1,1,2.0,0.0,2.0,0.0
193088087988,,30,0,1,1,2.0,0.0,2.0,0.0
104278158168,,30,0,1,1,2.0,0.0,2.0,0.0
83933460107,,30,0,1,1,2.0,0.0,2.0,0.0
138536716181080,,30,0,1,1,2.0,0.0,2.0,0.0
22692069136,,425,0,3,3,4.0,0.0,4.0,0.0
170227609688100,,30,0,1,1,2.0,0.0,2.0,0.0
70629772879,,30,0,1,1,2.0,0.0,2.0,0.0
157743410942653,,30,0,2,2,4.0,0.0,4.0,0.0
41582444739,,352,0,4,4,5.0,0.0,5.0,0.0
42008174724,,30,0,1,1,2.0,0.0,2.0,0.0
20247934971,,30,0,1,1,2.0,0.0,2.0,0.0
168901976473329,,30,0,1,1,2.0,0.0,2.0,0.0
218549691542399,,30,0,1,1,2.0,0.0,2.0,0.0
141893539211697,,30,0,1,1,2.0,0.0,2.0,0.0
5181544105,,30,0,2,2,3.0,0.0,3.0,0.0
312786093943,,30,0,1,1,2.0,0.0,2.0,0.0
34259013420,,620,0,2,2,4.0,0.0,4.0,0.0
216941884988930,,30,0,1,1,2.0,0.0,2.0,0.0
68863027747,,142,0,2,2,3.0,0.0,3.0,0.0
179336855454597,,466,0,2,2,3.0,0.0,3.0,0.0
120390187974300,,30,0,2,2,3.0,0.0,3.0,0.0
180341268753,,30,0,3,3,5.0,0.0,5.0,0.0
60894670532,,466,0,3,3,4.0,0.0,4.0,0.0
76778137323,,29,0,3,3,5.0,0.0,5.0,0.0
32536990172,,710,0,3,3,6.0,0.0,6.0,0.0
218490393696,,142,0,1,1,1.0,0.0,1.0,0.0
272580417909,,142,0,1,1,1.0,0.0,1.0,0.0
69931722674,,142,0,1,1,1.0,0.0,1.0,0.0
176852855749006,,142,0,1,1,1.0,0.0,1.0,0.0
482166831840493,,142,0,1,1,1.0,0.0,1.0,0.0
14892757589,,142,0,2,2,2.0,0.0,2.0,0.0
118708400750,,142,0,2,2,2.0,0.0,2.0,0.0
109742359052348,,142,0,1,1,1.0,0.0,1.0,0.0
108032875890882,,142,0,2,2,2.0,0.0,2.0,0.0
317983380608,,553,0,2,2,2.0,0.0,2.0,0.0
120895067930837,,142,0,1,1,1.0,0.0,1.0,0.0
106107852753726,,142,0,1,1,1.0,0.0,1.0,0.0
39869196721,,142,0,3,3,5.0,0.0,5.0,0.0
104112522958527,,277,0,1,1,1.0,0.0,1.0,0.0
117503518309713,,277,0,1,1,1.0,0.0,1.0,0.0
106001569431693,,277,0,1,1,1.0,0.0,1.0,0.0
103857089653072,,277,0,1,1,1.0,0.0,1.0,0.0
108734939150669,,277,0,1,1,1.0,0.0,1.0,0.0
246008638416,,545,0,3,3,3.0,0.0,3.0,0.0
129513977079966,,545,0,1,1,1.0,0.0,1.0,0.0
117049238334547,,545,0,1,1,1.0,0.0,1.0,0.0
384301448291803,,142,0,1,1,1.0,0.0,1.0,0.0
149341118093,,142,0,1,1,1.0,0.0,1.0,0.0
324843910954227,,142,0,1,1,1.0,0.0,1.0,0.0
17013442993,,142,0,1,1,1.0,0.0,1.0,0.0
1518111691747952,,142,0,1,1,1.0,0.0,1.0,0.0
106263506080646,,142,0,1,1,1.0,0.0,1.0,0.0
190652371100153,,142,0,1,1,1.0,0.0,1.0,0.0
104425999622380,,142,0,1,1,1.0,0.0,1.0,0.0
121825104533724,,142,0,1,1,1.0,0.0,1.0,0.0
148375425202374,,142,0,1,1,1.0,0.0,1.0,0.0
150502181812659,,142,0,1,1,1.0,0.0,1.0,0.0
47387682150,,142,0,1,1,1.0,0.0,1.0,0.0
167537613298570,,142,0,1,1,1.0,0.0,1.0,0.0
120889114592228,,73,0,1,1,1.0,0.0,1.0,0.0
14324070103,,73,0,1,1,1.0,0.0,1.0,0.0
110284037621,,73,0,1,1,1.0,0.0,1.0,0.0
138488659284,,73,0,1,1,1.0,0.0,1.0,0.0
154731767892053,,581,0,3,3,4.0,0.0,4.0,0.0
564424670258636,,581,0,1,1,1.0,0.0,1.0,0.0
555991777753026,,581,0,1,1,1.0,0.0,1.0,0.0
183198265093731,,581,0,1,1,1.0,0.0,1.0,0.0
163701776998281,,581,0,1,1,1.0,0.0,1.0,0.0
153373144691763,,581,0,1,1,1.0,0.0,1.0,0.0
74778992727,,581,0,5,5,6.0,0.0,6.0,0.0
210711488962792,,581,0,1,1,1.0,0.0,1.0,0.0
660074714016728,,581,0,1,1,1.0,0.0,1.0,0.0
447874955265362,,581,0,1,1,1.0,0.0,1.0,0.0
100498280011833,,581,0,1,1,1.0,0.0,1.0,0.0
117421231646971,,581,0,1,1,1.0,0.0,1.0,0.0
87043825715,,581,0,1,1,1.0,0.0,1.0,0.0
133894644120,,581,0,2,2,3.0,0.0,3.0,0.0
57189472971,,581,0,5,5,7.0,0.0,7.0,0.0
209097522511110,,581,0,2,2,3.0,0.0,3.0,0.0
142949599116211,,581,0,1,1,1.0,0.0,1.0,0.0
112474842137028,,581,0,2,2,2.0,0.0,2.0,0.0
115673228455749,,581,0,1,1,1.0,0.0,1.0,0.0
143360815697456,,581,0,1,1,1.0,0.0,1.0,0.0
126824414003324,,581,0,1,1,1.0,0.0,1.0,0.0
116639621745138,,581,0,1,1,1.0,0.0,1.0,0.0
117162104970465,,581,0,1,1,1.0,0.0,1.0,0.0
109561055753730,,581,0,1,1,1.0,0.0,1.0,0.0
158504940849447,,581,0,1,1,1.0,0.0,1.0,0.0
150174931660297,,581,0,1,1,1.0,0.0,1.0,0.0
78623078958,,581,0,1,1,1.0,0.0,1.0,0.0
215317501863352,,581,0,1,1,1.0,0.0,1.0,0.0
169606036434208,,581,0,1,1,1.0,0.0,1.0,0.0
101692179930061,,581,0,1,1,1.0,0.0,1.0,0.0
102929263132422,,581,0,1,1,1.0,0.0,1.0,0.0
178866168851789,,581,0,1,1,1.0,0.0,1.0,0.0
215601335117318,,581,0,1,1,1.0,0.0,1.0,0.0
199010757838,,581,0,2,2,3.0,0.0,3.0,0.0
235096073186499,,581,0,1,1,1.0,0.0,1.0,0.0
108187035933805,,581,0,1,1,1.0,0.0,1.0,0.0
246811652086200,,553,0,2,2,2.0,0.0,2.0,0.0
109689142391569,,581,0,1,1,1.0,0.0,1.0,0.0
111976948820666,,581,0,1,1,1.0,0.0,1.0,0.0
116537475072226,,581,0,1,1,1.0,0.0,1.0,0.0
427767730583,,581,0,1,1,1.0,0.0,1.0,0.0
511087335628370,,633,0,1,1,1.0,0.0,1.0,0.0
338077742912613,,633,0,1,1,1.0,0.0,1.0,0.0
136336876521150,,29,0,5,5,6.0,0.0,6.0,0.0
56830337268,,633,0,1,1,1.0,0.0,1.0,0.0
265737920163436,,633,0,2,2,2.0,0.0,2.0,0.0
243039189081733,,633,0,1,1,1.0,0.0,1.0,0.0
405244509589024,,633,0,1,1,1.0,0.0,1.0,0.0
286841791340416,,633,0,1,1,1.0,0.0,1.0,0.0
265937459850,,633,0,1,1,1.0,0.0,1.0,0.0
140113159493240,,633,0,1,1,1.0,0.0,1.0,0.0
508195712549844,,633,0,1,1,1.0,0.0,1.0,0.0
113275282082407,,633,0,1,1,1.0,0.0,1.0,0.0
113390680814,,633,0,1,1,1.0,0.0,1.0,0.0
448984631782526,,633,0,1,1,1.0,0.0,1.0,0.0
317602208361944,,633,0,1,1,1.0,0.0,1.0,0.0
302982399780473,,633,0,1,1,1.0,0.0,1.0,0.0
332399823493730,,633,0,1,1,1.0,0.0,1.0,0.0
112474015434718,,633,0,1,1,1.0,0.0,1.0,0.0
177447362294982,,633,0,1,1,1.0,0.0,1.0,0.0
276959039028407,,633,0,2,2,2.0,0.0,2.0,0.0
210296862344316,,62,0,3,3,3.0,0.0,3.0,0.0
401048603311427,,633,0,2,2,2.0,0.0,2.0,0.0
558355340862789,,633,0,1,1,1.0,0.0,1.0,0.0
123868540983726,,633,0,1,1,1.0,0.0,1.0,0.0
377094562407331,,633,0,1,1,1.0,0.0,1.0,0.0
165599879641,,633,0,3,3,3.0,0.0,3.0,0.0
188221819206,,633,0,2,2,2.0,0.0,2.0,0.0
51279368597,,633,0,1,1,1.0,0.0,1.0,0.0
8119519164,,633,0,1,1,1.0,0.0,1.0,0.0
179635202492,,553,0,2,2,2.0,0.0,2.0,0.0
9765181485,,633,0,1,1,1.0,0.0,1.0,0.0
530436803651276,,633,0,1,1,1.0,0.0,1.0,0.0
309938749101506,,633,0,1,1,1.0,0.0,1.0,0.0
122750847741306,,633,0,1,1,1.0,0.0,1.0,0.0
271270969661643,,633,0,1,1,1.0,0.0,1.0,0.0
147418591939240,,633,0,1,1,1.0,0.0,1.0,0.0
116745345064156,,74,0,1,1,2.0,0.0,2.0,0.0
104823919601540,,74,0,1,1,2.0,0.0,2.0,0.0
153291558102998,,74,0,1,1,2.0,0.0,2.0,0.0
271976412642,,74,0,1,1,2.0,0.0,2.0,0.0
204691009570426,,74,0,1,1,2.0,0.0,2.0,0.0
154749231202326,,74,0,1,1,2.0,0.0,2.0,0.0
339829329008,,74,0,1,1,2.0,0.0,2.0,0.0
124171187618312,,74,0,1,1,2.0,0.0,2.0,0.0
134592276640051,,74,0,1,1,2.0,0.0,2.0,0.0
159579747452306,,74,0,1,1,2.0,0.0,2.0,0.0
215162071836247,,74,0,1,1,2.0,0.0,2.0,0.0
109417327987,,74,0,1,1,2.0,0.0,2.0,0.0
109354915771597,,62,0,3,3,3.0,0.0,3.0,0.0
103539909711531,,62,0,1,1,1.0,0.0,1.0,0.0
126754417494682,,62,0,1,1,1.0,0.0,1.0,0.0
118684450997,,62,0,1,1,1.0,0.0,1.0,0.0
151917351664643,,62,0,1,1,1.0,0.0,1.0,0.0
199010400144936,,62,0,3,3,3.0,0.0,3.0,0.0
1403599829865255,,62,0,1,1,1.0,0.0,1.0,0.0
370784826385219,,62,0,1,1,1.0,0.0,1.0,0.0
105106639519185,,62,0,3,3,3.0,0.0,3.0,0.0
278457728941051,,62,0,1,1,1.0,0.0,1.0,0.0
175866219095885,,62,0,1,1,1.0,0.0,1.0,0.0
108879087298,,62,0,3,3,3.0,0.0,3.0,0.0
1453948378162069,,62,0,1,1,1.0,0.0,1.0,0.0
118524621553388,,62,0,1,1,1.0,0.0,1.0,0.0
55400939034,,62,0,1,1,1.0,0.0,1.0,0.0
592287720797426,,62,0,1,1,1.0,0.0,1.0,0.0
10150152926800253,,62,0,3,3,3.0,0.0,3.0,0.0
113934785361656,,588,0,1,1,1.0,0.0,1.0,0.0
1385150678378986,,588,0,1,1,1.0,0.0,1.0,0.0
22724845772,,588,0,2,2,3.0,0.0,3.0,0.0
195180007796,,62,0,1,1,1.0,0.0,1.0,0.0
53355124144,,62,0,2,2,2.0,0.0,2.0,0.0
230177762984,,62,0,2,2,2.0,0.0,2.0,0.0
110216005660558,,62,0,2,2,2.0,0.0,2.0,0.0
296524158194,,611,0,1,1,1.0,0.0,1.0,0.0
153232428039202,,611,0,1,1,1.0,0.0,1.0,0.0
13229849337,,611,0,2,2,2.0,0.0,2.0,0.0
157032561011097,,611,0,1,1,1.0,0.0,1.0,0.0
8825613977,,424,0,4,4,5.0,0.0,5.0,0.0
133661710017391,,193,0,1,1,1.0,0.0,1.0,0.0
146112175425678,,75,0,1,1,1.0,0.0,1.0,0.0
287397458800,,75,0,1,1,1.0,0.0,1.0,0.0
93175889719,,75,0,1,1,1.0,0.0,1.0,0.0
26971470317,,75,0,1,1,1.0,0.0,1.0,0.0
112241532170339,,30,0,1,1,1.0,0.0,1.0,0.0
79236779493,,30,0,1,1,1.0,0.0,1.0,0.0
174168845946969,,30,0,1,1,1.0,0.0,1.0,0.0
157521207754380,,30,0,1,1,1.0,0.0,1.0,0.0
572873206103262,,30,0,1,1,1.0,0.0,1.0,0.0
163023493722339,,30,0,1,1,1.0,0.0,1.0,0.0
117364678324489,,30,0,1,1,1.0,0.0,1.0,0.0
124398737598919,,30,0,1,1,1.0,0.0,1.0,0.0
177605395605181,,30,0,1,1,1.0,0.0,1.0,0.0
360035684825,,30,0,1,1,1.0,0.0,1.0,0.0
140283232699315,,576,0,1,1,1.0,0.0,1.0,0.0
343703403816,,576,0,1,1,1.0,0.0,1.0,0.0
48830879004,,576,0,1,1,1.0,0.0,1.0,0.0
110097025681247,,576,0,1,1,1.0,0.0,1.0,0.0
256843941037308,,576,0,1,1,1.0,0.0,1.0,0.0
146885348904,,576,0,2,2,2.0,0.0,2.0,0.0
875144602512007,,581,0,1,1,2.0,0.0,2.0,0.0
216175558556446,,581,0,1,1,2.0,0.0,2.0,0.0
120667631284008,,581,0,1,1,2.0,0.0,2.0,0.0
211313118876,,581,0,1,1,2.0,0.0,2.0,0.0
55737276386,,581,0,3,3,4.0,0.0,4.0,0.0
262540353858338,,352,0,1,1,2.0,0.0,2.0,0.0
311662572260856,,352,0,1,1,2.0,0.0,2.0,0.0
97733157101,,352,0,1,1,2.0,0.0,2.0,0.0
204010799627049,,352,0,1,1,2.0,0.0,2.0,0.0
171841761429,,352,0,1,1,2.0,0.0,2.0,0.0
121593537887653,,352,0,1,1,2.0,0.0,2.0,0.0
48340729014,,352,0,1,1,2.0,0.0,2.0,0.0
177417581102,,352,0,3,3,5.0,0.0,5.0,0.0
223027394374298,,352,0,1,1,1.0,0.0,1.0,0.0
446769750334,,352,0,1,1,1.0,0.0,1.0,0.0
167133929992977,,352,0,1,1,1.0,0.0,1.0,0.0
54899149152,,352,0,2,2,2.0,0.0,2.0,0.0
325791811335,,352,0,1,1,1.0,0.0,1.0,0.0
142690135766460,,352,0,1,1,1.0,0.0,1.0,0.0
30744344687,,352,0,3,3,3.0,0.0,3.0,0.0
6831293397,,352,0,1,1,1.0,0.0,1.0,0.0
319795099502,,352,0,1,1,1.0,0.0,1.0,0.0
143778688976478,,620,0,2,2,2.0,0.0,2.0,0.0
93037910600,,620,0,1,1,1.0,0.0,1.0,0.0
15757317405,,620,0,1,1,1.0,0.0,1.0,0.0
432387393453368,,620,0,1,1,1.0,0.0,1.0,0.0
134481661817,,620,0,1,1,1.0,0.0,1.0,0.0
224483527585521,,620,0,1,1,1.0,0.0,1.0,0.0
22674589136,,620,0,1,1,1.0,0.0,1.0,0.0
9685838153,,620,0,2,2,2.0,0.0,2.0,0.0
8469912010,,576,0,3,3,4.0,0.0,4.0,0.0
190926574305168,,576,0,2,2,3.0,0.0,3.0,0.0
150964518370079,,576,0,1,1,2.0,0.0,2.0,0.0
380232982049609,,576,0,1,1,2.0,0.0,2.0,0.0
155394144487771,,576,0,1,1,2.0,0.0,2.0,0.0
139798284041,,576,0,2,2,4.0,0.0,4.0,0.0
457458610980928,,576,0,1,1,2.0,0.0,2.0,0.0
17003167554,,576,0,1,1,2.0,0.0,2.0,0.0
114182238674434,,576,0,1,1,2.0,0.0,2.0,0.0
130870720300773,,576,0,1,1,2.0,0.0,2.0,0.0
115138818543825,,576,0,1,1,2.0,0.0,2.0,0.0
152929971407529,,576,0,1,1,2.0,0.0,2.0,0.0
350764298339959,,576,0,3,3,5.0,0.0,5.0,0.0
145296378831717,,576,0,1,1,2.0,0.0,2.0,0.0
185735244788608,,297,0,3,3,5.0,0.0,5.0,0.0
232766660170,,576,0,1,1,2.0,0.0,2.0,0.0
125755017504606,,576,0,1,1,2.0,0.0,2.0,0.0
535186963191852,,576,0,1,1,2.0,0.0,2.0,0.0
104484192918464,,576,0,1,1,2.0,0.0,2.0,0.0
113142305367205,,77,0,1,1,1.0,0.0,1.0,0.0
27393126278,,77,0,1,1,1.0,0.0,1.0,0.0
216786851756304,,29,0,2,2,2.0,0.0,2.0,0.0
115048845223370,,29,0,1,1,1.0,0.0,1.0,0.0
141927119165116,,29,0,1,1,1.0,0.0,1.0,0.0
218621588202473,,29,0,2,2,2.0,0.0,2.0,0.0
55915965501,,608,0,2,2,2.0,0.0,2.0,0.0
132669553478500,,29,0,1,1,1.0,0.0,1.0,0.0
180153303789,,29,0,1,1,1.0,0.0,1.0,0.0
507228092659577,,29,0,1,1,1.0,0.0,1.0,0.0
326638397438801,,29,0,1,1,1.0,0.0,1.0,0.0
104796616267222,,29,0,1,1,1.0,0.0,1.0,0.0
185166891515318,,29,0,1,1,1.0,0.0,1.0,0.0
259951564091671,,29,0,1,1,1.0,0.0,1.0,0.0
176871249133590,,29,0,1,1,1.0,0.0,1.0,0.0
167589529920039,,29,0,1,1,1.0,0.0,1.0,0.0
157611537614724,,29,0,1,1,1.0,0.0,1.0,0.0
324047657653430,,29,0,1,1,1.0,0.0,1.0,0.0
169557612116,,29,0,1,1,1.0,0.0,1.0,0.0
254316289371,,29,0,1,1,1.0,0.0,1.0,0.0
146438712035078,,29,0,1,1,1.0,0.0,1.0,0.0
101055109969304,,29,0,1,1,1.0,0.0,1.0,0.0
154721907935135,,29,0,1,1,1.0,0.0,1.0,0.0
153177038083383,,29,0,1,1,1.0,0.0,1.0,0.0
482001815200105,,29,0,1,1,1.0,0.0,1.0,0.0
399903496749692,,29,0,1,1,1.0,0.0,1.0,0.0
153133084719857,,29,0,1,1,1.0,0.0,1.0,0.0
166385203377477,,29,0,1,1,1.0,0.0,1.0,0.0
146382972052750,,29,0,1,1,1.0,0.0,1.0,0.0
462509877136570,,29,0,1,1,1.0,0.0,1.0,0.0
469387149790839,,29,0,1,1,1.0,0.0,1.0,0.0
188091804689427,,29,0,1,1,1.0,0.0,1.0,0.0
119111601438824,,29,0,1,1,1.0,0.0,1.0,0.0
7306311817,,29,0,1,1,1.0,0.0,1.0,0.0
223549604385360,,29,0,1,1,1.0,0.0,1.0,0.0
111531262230856,,29,0,1,1,1.0,0.0,1.0,0.0
158730674233192,,29,0,1,1,1.0,0.0,1.0,0.0
104983296284955,,29,0,1,1,1.0,0.0,1.0,0.0
377185233770,,29,0,1,1,1.0,0.0,1.0,0.0
188532397825828,,29,0,3,3,4.0,0.0,4.0,0.0
112599122192463,,29,0,1,1,1.0,0.0,1.0,0.0
214017506334,,297,0,2,2,3.0,0.0,3.0,0.0
137190759709359,,29,0,1,1,1.0,0.0,1.0,0.0
131526273686288,,29,0,1,1,1.0,0.0,1.0,0.0
152275758209740,,29,0,1,1,1.0,0.0,1.0,0.0
139028119302,,29,0,1,1,1.0,0.0,1.0,0.0
111423998884890,,29,0,1,1,1.0,0.0,1.0,0.0
466968126728034,,29,0,1,1,1.0,0.0,1.0,0.0
174722839255482,,29,0,1,1,1.0,0.0,1.0,0.0
326953137329680,,29,0,1,1,1.0,0.0,1.0,0.0
295026397208138,,29,0,1,1,1.0,0.0,1.0,0.0
395453110508187,,29,0,1,1,1.0,0.0,1.0,0.0
50540568485,,142,0,3,3,4.0,0.0,4.0,0.0
70437008896,,29,0,1,1,1.0,0.0,1.0,0.0
256298539397,,29,0,3,3,5.0,0.0,5.0,0.0
306137445241,,29,0,2,2,3.0,0.0,3.0,0.0
105427802937047,,29,0,2,2,3.0,0.0,3.0,0.0
224941417602492,,29,0,1,1,1.0,0.0,1.0,0.0
343928327863,,29,0,1,1,1.0,0.0,1.0,0.0
114790481886534,,29,0,2,2,2.0,0.0,2.0,0.0
145014322181541,,29,0,1,1,1.0,0.0,1.0,0.0
113817342102292,,29,0,1,1,1.0,0.0,1.0,0.0
177782923019,,29,0,2,2,3.0,0.0,3.0,0.0
498044130248719,,29,0,1,1,1.0,0.0,1.0,0.0
47926098709,,29,0,1,1,1.0,0.0,1.0,0.0
107141426019195,,29,0,3,3,5.0,0.0,5.0,0.0
157455154289509,,29,0,1,1,1.0,0.0,1.0,0.0
50179476949,,29,0,1,1,1.0,0.0,1.0,0.0
208341012779,,29,0,1,1,1.0,0.0,1.0,0.0
135659959816726,,29,0,1,1,1.0,0.0,1.0,0.0
113506668715877,,29,0,1,1,1.0,0.0,1.0,0.0
484597548270406,,29,0,1,1,1.0,0.0,1.0,0.0
453618538032875,,183,0,2,2,2.0,0.0,2.0,0.0
117510598903,,29,0,1,1,1.0,0.0,1.0,0.0
189335947777045,,29,0,1,1,1.0,0.0,1.0,0.0
289971797751414,,29,0,1,1,1.0,0.0,1.0,0.0
246324662131190,,29,0,1,1,1.0,0.0,1.0,0.0
115398598207,,29,0,1,1,1.0,0.0,1.0,0.0
127915187225117,,29,0,1,1,1.0,0.0,1.0,0.0
344740535627153,,29,0,1,1,1.0,0.0,1.0,0.0
569241139767201,,29,0,1,1,1.0,0.0,1.0,0.0
117757641665,,29,0,1,1,1.0,0.0,1.0,0.0
196156750422629,,29,0,1,1,1.0,0.0,1.0,0.0
197930313664615,,29,0,1,1,1.0,0.0,1.0,0.0
72260644868,,29,0,1,1,1.0,0.0,1.0,0.0
542195555797498,,29,0,1,1,1.0,0.0,1.0,0.0
202229749885867,,29,0,1,1,1.0,0.0,1.0,0.0
278315862216619,,29,0,1,1,1.0,0.0,1.0,0.0
156184601095149,,29,0,1,1,1.0,0.0,1.0,0.0
133402446705176,,29,0,1,1,1.0,0.0,1.0,0.0
285931831474432,,29,0,1,1,1.0,0.0,1.0,0.0
160980160613042,,29,0,1,1,1.0,0.0,1.0,0.0
125418597483802,,29,0,1,1,1.0,0.0,1.0,0.0
53790011451,,29,0,1,1,1.0,0.0,1.0,0.0
104975967266,,29,0,3,3,4.0,0.0,4.0,0.0
172286261142,,29,0,1,1,1.0,0.0,1.0,0.0
231981680213393,,29,0,1,1,1.0,0.0,1.0,0.0
275420409151174,,29,0,1,1,1.0,0.0,1.0,0.0
197524703620879,,29,0,1,1,1.0,0.0,1.0,0.0
129130043783733,,29,0,2,2,2.0,0.0,2.0,0.0
113586532003546,,29,0,2,2,3.0,0.0,3.0,0.0
153624374685000,,29,0,2,2,3.0,0.0,3.0,0.0
275114155950320,,29,0,1,1,1.0,0.0,1.0,0.0
394454533965613,,29,0,1,1,1.0,0.0,1.0,0.0
192431930903963,,29,0,1,1,1.0,0.0,1.0,0.0
138004491815,,29,0,1,1,1.0,0.0,1.0,0.0
108462262530510,,29,0,1,1,1.0,0.0,1.0,0.0
150723398315325,,29,0,1,1,1.0,0.0,1.0,0.0
203176316362914,,29,0,1,1,1.0,0.0,1.0,0.0
163569627123826,,29,0,1,1,1.0,0.0,1.0,0.0
468809599846330,,29,0,1,1,1.0,0.0,1.0,0.0
126922957333271,,29,0,1,1,1.0,0.0,1.0,0.0
129603217062130,,142,0,2,2,2.0,0.0,2.0,0.0
95659469885,,193,0,2,2,2.0,0.0,2.0,0.0
337067131846,,29,0,2,2,3.0,0.0,3.0,0.0
158177150876134,,29,0,1,1,1.0,0.0,1.0,0.0
552740181404072,,29,0,1,1,1.0,0.0,1.0,0.0
351947867341,,29,0,1,1,1.0,0.0,1.0,0.0
157300214310539,,29,0,1,1,1.0,0.0,1.0,0.0
295060757260457,,29,0,1,1,1.0,0.0,1.0,0.0
246202285506790,,29,0,1,1,1.0,0.0,1.0,0.0
103683222998630,,29,0,1,1,1.0,0.0,1.0,0.0
137674442967750,,29,0,1,1,1.0,0.0,1.0,0.0
123314455888,,29,0,1,1,1.0,0.0,1.0,0.0
190922761490,,29,0,1,1,1.0,0.0,1.0,0.0
421331051235571,,29,0,1,1,1.0,0.0,1.0,0.0
107431975962767,,29,0,1,1,1.0,0.0,1.0,0.0
151739661176,,29,0,1,1,1.0,0.0,1.0,0.0
107443549372798,,29,0,1,1,1.0,0.0,1.0,0.0
93916579022,,29,0,1,1,1.0,0.0,1.0,0.0
121563977855422,,29,0,1,1,1.0,0.0,1.0,0.0
152959808056974,,29,0,1,1,1.0,0.0,1.0,0.0
41425034193,,29,0,1,1,1.0,0.0,1.0,0.0
222409947829132,,29,0,1,1,1.0,0.0,1.0,0.0
220148981390649,,29,0,1,1,1.0,0.0,1.0,0.0
225187707493595,,29,0,1,1,1.0,0.0,1.0,0.0
135273406532757,,424,0,2,2,2.0,0.0,2.0,0.0
340733630906,,29,0,1,1,1.0,0.0,1.0,0.0
228186197218279,,688,0,2,2,3.0,0.0,3.0,0.0
464233773601118,,29,0,1,1,1.0,0.0,1.0,0.0
301258633219447,,29,0,1,1,1.0,0.0,1.0,0.0
212112445468497,,29,0,1,1,1.0,0.0,1.0,0.0
144895038966014,,29,0,1,1,1.0,0.0,1.0,0.0
151640428204895,,29,0,1,1,1.0,0.0,1.0,0.0
159579361267,,29,0,1,1,1.0,0.0,1.0,0.0
274673734476,,29,0,1,1,1.0,0.0,1.0,0.0
112194297087,,29,0,1,1,1.0,0.0,1.0,0.0
204735536227875,,29,0,1,1,1.0,0.0,1.0,0.0
466313553378807,,29,0,1,1,1.0,0.0,1.0,0.0
172763426144848,,29,0,1,1,1.0,0.0,1.0,0.0
128957763875922,,29,0,1,1,1.0,0.0,1.0,0.0
366827403332071,,29,0,1,1,1.0,0.0,1.0,0.0
297475660355270,,29,0,1,1,1.0,0.0,1.0,0.0
164150171771,,29,0,1,1,1.0,0.0,1.0,0.0
43620030395,,29,0,1,1,1.0,0.0,1.0,0.0
