Source,Target
62786071521,59791986761
123870057880,59791986761
222411680712,59791986761
92251853240,59791986761
99103779977,113498262008703
313730128448,113498262008703
150073425438,113498262008703
252956534745383,113936025297175
151815898108,113936025297175
362862747439,251524691316
18428593205,251524691316
51529460146,251524691316
126900403987295,251524691316
74100576336,251524691316
108283242531334,251524691316
103984432070,251524691316
57315837894,251524691316
74307130776,251524691316
209564615677,251524691316
26792484080,251524691316
58115026159,251524691316
362862747439,251524691316
18428593205,251524691316
51529460146,251524691316
126900403987295,251524691316
74100576336,251524691316
108283242531334,251524691316
103984432070,251524691316
57315837894,251524691316
74307130776,251524691316
209564615677,251524691316
26792484080,251524691316
58115026159,251524691316
8532248414,104290669638358
103742739664421,104290669638358
372390249482315,96222923644
289949387763780,96222923644
297254386974044,96222923644
58947594561,96222923644
439205919486040,96222923644
170889977977,96222923644
131233253714752,96222923644
377330842277221,96222923644
411068132250919,96222923644
22085921165,96222923644
115099421882868,96222923644
116867358490208,96222923644
110372889022198,96222923644
133397703993,96222923644
1408490912751513,96222923644
224826354202646,96222923644
428145627215773,96222923644
115436255164688,96222923644
197351580275660,96222923644
152173854860863,96222923644
194315950607742,96222923644
313295913247,96222923644
124457210931667,96222923644
168070473254580,96222923644
104035266299638,96222923644
181890605316555,96222923644
7922603659,96222923644
58433611572,96222923644
391256834219209,96222923644
102592959026,96222923644
342480485824033,96222923644
117324361646488,96222923644
365544413468529,96222923644
294873520730,96222923644
398431150228566,96222923644
107024189455484,96222923644
359503740765826,96222923644
71662295641,96222923644
72011445729,96222923644
113685721999067,96222923644
110165572334271,96222923644
144754618875100,96222923644
107910996139,96222923644
108769519200816,96222923644
199353333525733,96222923644
110533402336877,96222923644
312929762091800,96222923644
199485616850554,96222923644
73970658023,96222923644
183802044690,96222923644
131868456895017,96222923644
56490638079,96222923644
122202521136564,96222923644
167680366590070,96222923644
109464015773955,96222923644
109769642381807,96222923644
350474104990207,96222923644
357399939797,96222923644
87036169493,96222923644
6351647235,96222923644
144229115597685,96222923644
130354567046033,96222923644
363410277091,96222923644
220494806948,96222923644
235867789822611,96222923644
151759214847760,96222923644
143835508960594,96222923644
263655880367185,96222923644
172290302900089,96222923644
102039435820,96222923644
119549651398942,96222923644
264074841606,96222923644
112805282065180,96222923644
110782518968062,96222923644
9062006483,96222923644
174528895960716,96222923644
61270553970,96222923644
118646668156624,96222923644
207007745983754,96222923644
115418201806757,96222923644
197878401746,96222923644
172892899444537,96222923644
129268143754929,96222923644
286845273454,96222923644
142834315808816,96222923644
194322567697,96222923644
113470715287,96222923644
310246548993040,96222923644
161622023887242,96222923644
301103536567140,96222923644
163239370367173,96222923644
22747166922,96222923644
93588635430,96222923644
150480644979911,96222923644
233883229959574,96222923644
30184321434,96222923644
88164817092,96222923644
69717994787,96222923644
29092950651,96222923644
108424279189115,96222923644
5281959998,96222923644
117682905290,96222923644
21557622350,96222923644
28632890080,96222923644
58332338082,96222923644
9982583297,96222923644
197947375013,96222923644
306744750525,96222923644
191698714208300,96222923644
9394693002,96222923644
126791157335858,96222923644
186627418496,96222923644
144376378794,96222923644
205689472787809,96222923644
10150099384115385,96222923644
57419343393,96222923644
372390249482315,96222923644
289949387763780,96222923644
297254386974044,96222923644
58947594561,96222923644
439205919486040,96222923644
170889977977,96222923644
131233253714752,96222923644
377330842277221,96222923644
411068132250919,96222923644
22085921165,96222923644
115099421882868,96222923644
116867358490208,96222923644
110372889022198,96222923644
133397703993,96222923644
1408490912751513,96222923644
224826354202646,96222923644
428145627215773,96222923644
115436255164688,96222923644
197351580275660,96222923644
152173854860863,96222923644
194315950607742,96222923644
313295913247,96222923644
124457210931667,96222923644
168070473254580,96222923644
104035266299638,96222923644
181890605316555,96222923644
7922603659,96222923644
58433611572,96222923644
391256834219209,96222923644
102592959026,96222923644
342480485824033,96222923644
117324361646488,96222923644
365544413468529,96222923644
294873520730,96222923644
398431150228566,96222923644
107024189455484,96222923644
359503740765826,96222923644
71662295641,96222923644
72011445729,96222923644
113685721999067,96222923644
110165572334271,96222923644
144754618875100,96222923644
107910996139,96222923644
108769519200816,96222923644
199353333525733,96222923644
110533402336877,96222923644
312929762091800,96222923644
199485616850554,96222923644
73970658023,96222923644
183802044690,96222923644
131868456895017,96222923644
56490638079,96222923644
122202521136564,96222923644
167680366590070,96222923644
109464015773955,96222923644
109769642381807,96222923644
350474104990207,96222923644
357399939797,96222923644
87036169493,96222923644
6351647235,96222923644
144229115597685,96222923644
130354567046033,96222923644
363410277091,96222923644
220494806948,96222923644
235867789822611,96222923644
151759214847760,96222923644
143835508960594,96222923644
263655880367185,96222923644
172290302900089,96222923644
102039435820,96222923644
119549651398942,96222923644
264074841606,96222923644
112805282065180,96222923644
110782518968062,96222923644
9062006483,96222923644
174528895960716,96222923644
61270553970,96222923644
118646668156624,96222923644
207007745983754,96222923644
115418201806757,96222923644
197878401746,96222923644
172892899444537,96222923644
129268143754929,96222923644
286845273454,96222923644
142834315808816,96222923644
194322567697,96222923644
113470715287,96222923644
310246548993040,96222923644
161622023887242,96222923644
301103536567140,96222923644
163239370367173,96222923644
22747166922,96222923644
93588635430,96222923644
150480644979911,96222923644
233883229959574,96222923644
30184321434,96222923644
88164817092,96222923644
69717994787,96222923644
29092950651,96222923644
108424279189115,96222923644
5281959998,96222923644
117682905290,96222923644
21557622350,96222923644
28632890080,96222923644
58332338082,96222923644
9982583297,96222923644
197947375013,96222923644
306744750525,96222923644
191698714208300,96222923644
9394693002,96222923644
126791157335858,96222923644
186627418496,96222923644
144376378794,96222923644
205689472787809,96222923644
10150099384115385,96222923644
57419343393,96222923644
82585357302,158048810894279
166226473437947,158048810894279
109921562664,158048810894279
355957000874,158048810894279
82585357302,158048810894279
166226473437947,158048810894279
109921562664,158048810894279
355957000874,158048810894279
265074220730,165968483414540
175634045845838,165968483414540
137000906347035,165968483414540
117260361672066,165968483414540
142944609890,162880710413907
21349752915,162880710413907
172620659469617,162880710413907
111162275631834,162880710413907
41182871633,162880710413907
127859780558358,364717107026
304948803922,364717107026
109777402377223,114740378251
80075934699,114740378251
315869845090318,114740378251
24472055070,114740378251
22158024090,114740378251
204605456226828,114740378251
179464855419381,114740378251
20807115532,114740378251
160726270691484,114740378251
96832392186,114740378251
45802399400,114740378251
165296673500632,114740378251
103996859637135,114740378251
139370259430913,114740378251
128561963883021,114740378251
114932788522195,114740378251
55290780338,114740378251
124653650181,114740378251
41891292349,114740378251
311203865605308,114740378251
217049635055179,114740378251
112241148809803,114740378251
148475051852754,114740378251
8429990058,114740378251
8127846373,114740378251
61277478605,114740378251
127485225400,114740378251
18351457517,114740378251
82106496620,114740378251
83781838085,114740378251
203216483050530,114740378251
151485624911761,114740378251
9258148868,114740378251
7640348500,114740378251
113842875308104,114740378251
284637504913364,114740378251
107468149302250,114740378251
116139898451772,114740378251
217512775360,114740378251
339126229449091,114740378251
130125362039,114740378251
102289574801,114740378251
208224405856207,114740378251
133851723322042,114740378251
112368408816944,114740378251
46651378764,114740378251
24425672689,114740378251
115918941761554,114740378251
123923381240,114740378251
37965424481,114740378251
108897017117,114740378251
17705643186,114740378251
241786842170,114740378251
109777402377223,114740378251
80075934699,114740378251
315869845090318,114740378251
24472055070,114740378251
22158024090,114740378251
204605456226828,114740378251
179464855419381,114740378251
20807115532,114740378251
160726270691484,114740378251
96832392186,114740378251
45802399400,114740378251
165296673500632,114740378251
103996859637135,114740378251
139370259430913,114740378251
128561963883021,114740378251
114932788522195,114740378251
55290780338,114740378251
124653650181,114740378251
41891292349,114740378251
311203865605308,114740378251
217049635055179,114740378251
112241148809803,114740378251
148475051852754,114740378251
8429990058,114740378251
8127846373,114740378251
61277478605,114740378251
127485225400,114740378251
18351457517,114740378251
82106496620,114740378251
83781838085,114740378251
203216483050530,114740378251
151485624911761,114740378251
9258148868,114740378251
7640348500,114740378251
113842875308104,114740378251
284637504913364,114740378251
107468149302250,114740378251
116139898451772,114740378251
217512775360,114740378251
339126229449091,114740378251
130125362039,114740378251
102289574801,114740378251
208224405856207,114740378251
133851723322042,114740378251
112368408816944,114740378251
46651378764,114740378251
24425672689,114740378251
115918941761554,114740378251
123923381240,114740378251
37965424481,114740378251
108897017117,114740378251
17705643186,114740378251
241786842170,114740378251
225922534086874,114125501952763
109046282466977,114125501952763
154949907928978,114125501952763
125706787475850,114125501952763
342395399184937,114125501952763
387711674653109,114125501952763
143079169042211,114125501952763
204235716289078,114125501952763
468752076505229,114125501952763
156238947743467,114125501952763
302925073125616,114125501952763
118050208205799,114125501952763
6029094653,114125501952763
14062458815,114125501952763
109001872469152,114125501952763
418169884917326,114125501952763
413798515316810,114125501952763
115434655158110,114125501952763
196924537001110,114125501952763
127176294077270,114125501952763
10560089737,114125501952763
554011167987027,114125501952763
142008462493008,114125501952763
110693465622010,114125501952763
113087262103634,49071056388
8284416213,49071056388
290800684285414,49071056388
246664805360501,49071056388
36731923491,49071056388
186390698077271,49071056388
113087262103634,49071056388
8284416213,49071056388
290800684285414,49071056388
246664805360501,49071056388
36731923491,49071056388
186390698077271,49071056388
265014190053,192464127451697
20466566337,192464127451697
545321368829792,192464127451697
289153347876977,192464127451697
365183413551465,192464127451697
198095376947576,192464127451697
339136949782,192464127451697
47112606703,192464127451697
130426887868,192464127451697
65826141591,192464127451697
156819934375673,192464127451697
132364840819,192464127451697
153633941447740,192464127451697
225288050944320,192464127451697
130501790345895,192464127451697
129978260435218,192464127451697
299891930088791,192464127451697
29659396798,192464127451697
361520153962878,42151536745
66408815026,42151536745
254719827388,42151536745
111783969059,42151536745
315218907790,42151536745
211844342207,42151536745
103774822049,42151536745
141563247267,42151536745
128628242021,42151536745
7523995738,42151536745
377758226007,42151536745
227699387845,42151536745
361520153962878,42151536745
66408815026,42151536745
254719827388,42151536745
111783969059,42151536745
315218907790,42151536745
211844342207,42151536745
103774822049,42151536745
141563247267,42151536745
128628242021,42151536745
7523995738,42151536745
377758226007,42151536745
227699387845,42151536745
210629469079672,119868848025454
242742819195735,119868848025454
464359160292100,119868848025454
102950680273,119868848025454
27125224616,119868848025454
6168638756,119868848025454
14893370225,119868848025454
114830251911840,119868848025454
108424279189115,119868848025454
36543730620,119868848025454
272581767601,119868848025454
69551292283,119868848025454
188408684561959,119868848025454
212102705512471,119868848025454
194620133889100,119868848025454
172179931875,119868848025454
18292863559,119868848025454
109681395720937,119868848025454
103397433078788,119868848025454
107549862608715,119868848025454
323618404863,119868848025454
139546259391933,119868848025454
112094185474904,119868848025454
24922591487,119868848025454
16620504117,119868848025454
372222251667,119868848025454
120129294669924,119868848025454
103724926332815,119868848025454
198419096858275,119868848025454
106013732770536,119868848025454
140391472704641,265139293937
177669978990631,265139293937
44783997024,265139293937
44450728025,265139293937
112864705426863,265139293937
236631509802886,265139293937
45475055696,265139293937
329755613779921,265139293937
435148839872800,265139293937
79743808136,265139293937
203481361001,265139293937
203302321139,265139293937
285508924794485,265139293937
146663948678169,265139293937
230583130330841,265139293937
54439461938,265139293937
99446338052,265139293937
185936778452,265139293937
296100982348,265139293937
128966653781262,265139293937
68153355309,265139293937
126120367092,265139293937
104175009679845,265139293937
217709814910545,265139293937
118121974906087,265139293937
72234657305,265139293937
29385622792,265139293937
253744891315222,265139293937
140391472704641,265139293937
177669978990631,265139293937
44783997024,265139293937
44450728025,265139293937
112864705426863,265139293937
236631509802886,265139293937
45475055696,265139293937
329755613779921,265139293937
435148839872800,265139293937
79743808136,265139293937
203481361001,265139293937
203302321139,265139293937
285508924794485,265139293937
146663948678169,265139293937
230583130330841,265139293937
54439461938,265139293937
99446338052,265139293937
185936778452,265139293937
296100982348,265139293937
128966653781262,265139293937
68153355309,265139293937
126120367092,265139293937
104175009679845,265139293937
217709814910545,265139293937
118121974906087,265139293937
72234657305,265139293937
29385622792,265139293937
253744891315222,265139293937
38671678785,14333049836
117291251702,14333049836
185816111543110,211945566757
210200745712,211945566757
54885376941,211945566757
113430362040,211945566757
566080800118649,211945566757
142615598555,211945566757
181152466340,211945566757
128259900521436,211945566757
111933198826503,211945566757
373303406806,211945566757
109886462363571,211945566757
9588500527,211945566757
82392280313,211945566757
199647076824,211945566757
137878916179,211945566757
270262795393,211945566757
51217564556,211945566757
69913107493,211945566757
188293271191201,211945566757
124714883965,211945566757
94418090418,211945566757
24005897223,211945566757
295630334336,211945566757
100881283309984,211945566757
195991440113,211945566757
267881748208,211945566757
152079674754,211945566757
292957907422333,127021323996362
43137449474,127021323996362
113308422036733,127021323996362
42772483388,127021323996362
142849636046,127021323996362
145932486683,127021323996362
50345180968,127021323996362
115341249948,175523290601
168049486544768,175523290601
118839478171924,175523290601
439627782787214,175523290601
128969973814087,175523290601
99044554628,175523290601
113746545344451,175523290601
287041040187,175523290601
275560669273849,175523290601
269622796384746,175523290601
104461279417,175523290601
189911737868335,175523290601
29095531180,175523290601
290849834376518,175523290601
502145736482789,175523290601
188980077899040,175523290601
444611612318393,175523290601
137000906347035,175523290601
124344740951625,175523290601
352768869390,175523290601
299287313434700,175523290601
358563601567,175523290601
110544882430617,175523290601
123496746909,175523290601
305157079593937,175523290601
62744719767,175523290601
209375542458364,175523290601
150318114978250,175523290601
112780898759687,175523290601
190917516789,175523290601
144888189021390,175523290601
113135062061277,175523290601
105800986120788,175523290601
232192473600605,175523290601
353292014758168,175523290601
275089350875,175523290601
13047430711,175523290601
169680816410281,175523290601
117468258271307,175523290601
37965424481,175523290601
106276149417106,175523290601
104094236292935,175523290601
24737751182,175523290601
61277478605,175523290601
6296252634,175523290601
689614897720706,175523290601
105916566143389,175523290601
250313209090,175523290601
110671275688382,175523290601
108250625865294,175523290601
8668468682,175523290601
108537152527532,175523290601
131155160264770,175523290601
13259856990,175523290601
190735127725721,175523290601
115699805116818,175523290601
118262394879210,175523290601
138508776267983,175523290601
315875231802485,175523290601
292433590767728,175523290601
343857692839,175523290601
148595115212850,175523290601
144861505620867,175523290601
256290387740009,175523290601
149964841017,175523290601
165635680136039,175523290601
157111507689182,175523290601
182296802782,175523290601
123723697641587,175523290601
130609226981407,175523290601
90056960765,175523290601
266858106715684,175523290601
145323975501474,175523290601
116920394155,175523290601
180965861983122,175523290601
25010989221,175523290601
77129071452,175523290601
196962603680663,175523290601
107549187398,175523290601
167641889920409,175523290601
153988981430,175523290601
163143050553930,175523290601
311458255617412,175523290601
89772543656,175523290601
16190296790,175523290601
272383482891958,175523290601
210909525644998,175523290601
338722822091,175523290601
361748434088,175523290601
121480711253829,175523290601
109776782381734,175523290601
253349134732302,175523290601
78892690210,175523290601
155421251188843,175523290601
216868461689442,175523290601
112446718795213,175523290601
162434492207,175523290601
119314664772952,175523290601
114429275269242,175523290601
193599977356878,175523290601
292962697402225,175523290601
558445494169311,175523290601
332009106915693,175523290601
157127551002785,175523290601
220952818033895,175523290601
148070515232165,175523290601
389042664483337,175523290601
324159066124,175523290601
530238607000030,175523290601
177324898965622,175523290601
122360454457937,175523290601
265714783453716,175523290601
386021454762739,175523290601
336143389805469,175523290601
257709174309914,175523290601
217781588236853,175523290601
145224485895,175523290601
62133294558,175523290601
231877356854874,175523290601
251959874881937,175523290601
379180348867234,175523290601
29696049254,175523290601
121237247921625,175523290601
436549486378024,175523290601
86851719078,175523290601
121917271838,175523290601
98898341919,175523290601
101407619912391,175523290601
111153138907302,175523290601
257892234298540,175523290601
24966174976,175523290601
5551369597,175523290601
6029273333,175523290601
231362577095,175523290601
36915682237,185936778452
262205860182,185936778452
275409729137163,185936778452
256011734423261,185936778452
524217404324951,185936778452
87375121041,185936778452
60625621238,185936778452
249126315123748,185936778452
208261122631057,185936778452
133933442254,185936778452
142127768902,185936778452
36357404764,185936778452
181519042003086,185936778452
116171568393720,185936778452
152562981812,185936778452
175530655810201,185936778452
148524135306144,185936778452
61846151076,185936778452
162065500489851,185936778452
200445321931,185936778452
37965424481,185936778452
30194103166,185936778452
110205844069,185936778452
125198227553672,185936778452
7364747567,185936778452
270665889709,185936778452
22877548156,185936778452
109172562434719,185936778452
121192464602315,185936778452
213237472033241,185936778452
79743808136,185936778452
130281830315746,185936778452
36915682237,185936778452
262205860182,185936778452
275409729137163,185936778452
256011734423261,185936778452
524217404324951,185936778452
87375121041,185936778452
60625621238,185936778452
249126315123748,185936778452
208261122631057,185936778452
133933442254,185936778452
142127768902,185936778452
36357404764,185936778452
181519042003086,185936778452
116171568393720,185936778452
152562981812,185936778452
175530655810201,185936778452
148524135306144,185936778452
61846151076,185936778452
162065500489851,185936778452
200445321931,185936778452
37965424481,185936778452
30194103166,185936778452
110205844069,185936778452
125198227553672,185936778452
7364747567,185936778452
270665889709,185936778452
22877548156,185936778452
109172562434719,185936778452
121192464602315,185936778452
213237472033241,185936778452
79743808136,185936778452
130281830315746,185936778452
102636866540226,181700113022
178999633172,108129515895019
117957401561859,108129515895019
121626482110,108129515895019
390481771078297,108129515895019
6209532642,108129515895019
153171402289,108129515895019
202455313134101,108129515895019
255607021138330,108129515895019
123645399890,108129515895019
8066814782,108129515895019
40231806443,108129515895019
28509049975,108129515895019
12994977515,108129515895019
221458947897199,108129515895019
238526253413,108129515895019
24939307470,108129515895019
6233046685,108129515895019
257622247486,108129515895019
125832950763722,108129515895019
138973353324,108129515895019
114510248559480,108129515895019
164824846910503,108129515895019
20534666726,108129515895019
153612958024275,108129515895019
225839384095340,108129515895019
199099083444912,100876213289976
313752346608,108983792490057
61681934412,108983792490057
168022191198,108983792490057
25362984949,119926218018318
168452476528119,119926218018318
263866333658856,119926218018318
209086782453466,119926218018318
146551127971,119926218018318
168594436611056,119926218018318
191505570881608,119926218018318
89898575873,119926218018318
147826925263045,119926218018318
167944259889573,119926218018318
211208032236214,119926218018318
138774936169592,119926218018318
165982986746637,119926218018318
1426814844262624,119926218018318
111800542169340,119926218018318
143508919026198,119926218018318
8544515249,119926218018318
26426125254,119926218018318
55965822396,119926218018318
268464639844130,119926218018318
125215944173471,119926218018318
390763674332947,119926218018318
104119396287098,119926218018318
116402878384619,119926218018318
196957423661700,119926218018318
116233341773747,119926218018318
112100748828888,119926218018318
115143598558701,119926218018318
116400535051612,119926218018318
103217026405571,119926218018318
115779661776417,119926218018318
146915562039999,119926218018318
130232890391311,119926218018318
108010722559732,119926218018318
193926289498,119926218018318
103758506330178,119926218018318
189279417874811,119926218018318
398730260213964,119926218018318
138488609585481,119926218018318
120704357946628,119926218018318
54595325858,119926218018318
158520484200398,119926218018318
23052204384,119926218018318
111871368829109,119926218018318
227113567385946,119926218018318
87203137696,119926218018318
113173182075863,119926218018318
87981956893,119926218018318
150908264936171,119926218018318
99338744209,119926218018318
278501738208,119926218018318
141250112611627,119926218018318
159213888295,119926218018318
248123954610,119926218018318
265810585209,119926218018318
121947784482024,119926218018318
147443491945195,119926218018318
40490112716,119926218018318
112111905481230,119926218018318
114035881960803,119926218018318
106842252710970,151360342963
140862475927520,151360342963
112640291758,151360342963
89564773373,151360342963
464966583621269,276151270129
40766030693,111592568879724
13848711711,111592568879724
267363596711880,111592568879724
40334509872,111592568879724
170930010685,111592568879724
167506282902,111592568879724
214371725270158,111592568879724
342708315760611,111592568879724
117329418285548,111592568879724
409063362446546,111592568879724
21065096516,190408404325242
56153124287,190408404325242
161746656588,190408404325242
221331424548787,190408404325242
202456096504913,190408404325242
46443824977,190408404325242
22207837396,190408404325242
133606126875,190408404325242
114998944652,190408404325242
224327625993,190408404325242
100580455372,190408404325242
368663632275,190408404325242
264612070616,190408404325242
39644636572,190408404325242
166158193410340,190408404325242
131281285272,190408404325242
133138885350,190408404325242
21065096516,190408404325242
56153124287,190408404325242
161746656588,190408404325242
221331424548787,190408404325242
202456096504913,190408404325242
46443824977,190408404325242
22207837396,190408404325242
133606126875,190408404325242
114998944652,190408404325242
224327625993,190408404325242
100580455372,190408404325242
368663632275,190408404325242
264612070616,190408404325242
39644636572,190408404325242
166158193410340,190408404325242
131281285272,190408404325242
133138885350,190408404325242
182203698589836,168153846532176
54237121607,168153846532176
206336732744337,141929502520428
151848918224371,141929502520428
180010622020795,141929502520428
268324401720,141929502520428
117631803048,141929502520428
313514378664,141929502520428
350783226794,141929502520428
100857607832,141929502520428
129186997127798,141929502520428
96962431027,141929502520428
90086762082,141929502520428
53855227667,141929502520428
169890760789,141929502520428
6604386669,141929502520428
96585976469,141929502520428
191469374286105,115025125191357
200292446651518,203269883176
76916550673,203269883176
99525717090,203269883176
112395438771784,203269883176
169742883047771,203269883176
77059309735,203269883176
107234075963729,203269883176
201525255596,203269883176
41549899157,147975218583079
128006023944653,147975218583079
147882718557183,147975218583079
68540173975,147975218583079
59420116388,147975218583079
33192104484,147975218583079
90087781608,147975218583079
166577306686331,147975218583079
124432214292191,147975218583079
270717252976909,147975218583079
11890079594,147975218583079
8915318895,147975218583079
55965822396,147975218583079
113063165374299,147975218583079
111979848819624,147975218583079
108977642454417,147975218583079
143698432312755,147975218583079
105307012882667,147975218583079
181548405298864,147975218583079
153491058028703,147975218583079
111650162185336,147975218583079
103967172972657,147975218583079
127222950647502,147975218583079
199935930025425,147975218583079
142562581592,147975218583079
118914714168,147975218583079
18709174006,147975218583079
8429990058,147975218583079
177414008957946,147975218583079
132993696759805,147975218583079
89060835380,147975218583079
152065518140304,147975218583079
85365012470,147975218583079
39875583837,147975218583079
20650359836,147975218583079
144806578922101,147975218583079
156865240998185,147975218583079
198893331987,147975218583079
8597149763,147975218583079
544203558987337,147975218583079
23052204384,147975218583079
165646722256,147975218583079
25010989221,147975218583079
20957710121,147975218583079
20292388081,147975218583079
217512775360,147975218583079
61277478605,147975218583079
244360608846,147975218583079
206958074708,147975218583079
269563266177,147975218583079
130958806932730,147975218583079
32252997166,147975218583079
224583260713,147975218583079
210735655688183,147975218583079
119473508081113,147975218583079
113390545365079,147975218583079
363773637036138,147975218583079
114948265185821,147975218583079
475920832493034,147975218583079
155935291136432,147975218583079
24590816216,147975218583079
58548509455,147975218583079
247260165378360,147975218583079
184133190664,147975218583079
119068338119500,147975218583079
22433917219,147975218583079
126285997412578,147975218583079
127534513927234,147975218583079
86418982488,147975218583079
35856118060,147975218583079
299568830617,147975218583079
5768707450,147975218583079
8532248414,147975218583079
41130665917,147975218583079
163340633689071,147975218583079
107948684253,147975218583079
18256312839,147975218583079
132426333460375,147975218583079
174734516724,147975218583079
83636976029,147975218583079
35541499994,147975218583079
113175872026458,147975218583079
29092950651,147975218583079
9258148868,147975218583079
23497828950,147975218583079
5550296508,147975218583079
10606591490,147975218583079
5281959998,147975218583079
111789988858447,147975218583079
334782576621410,147975218583079
603874522964328,147975218583079
